00:31:33, 125, 182, 1.0, 0.01, 3, 0, 0, 
00:32:24, 125, 182, 1.0, 0.01, 3, 0, 0, 
00:33:16, 125, 182, 1.0, 0.01, 3, 0, 0, 
00:34:08, 125, 182, 1.0, 0.01, 3, 0, 0, 
00:34:99, 125, 182, 1.0, 0.01, 3, 0, 0, 
00:35:90, 125, 182, 1.0, 0.01, 3, 0, 0, 
00:36:82, 125, 182, 1.0, 0.01, 3, 0, 0, 
00:37:74, 125, 182, 1.0, 0.01, 3, 0, 0, 
00:38:67, 125, 182, 1.0, 0.01, 3, 0, 0, 
00:39:58, 125, 182, 1.0, 0.01, 3, 0, 0, 
00:40:50, 125, 182, 1.0, 0.01, 4, 0, 0, 
00:41:42, 125, 182, 1.0, 0.01, 4, 0, 0, 
00:42:34, 125, 182, 1.0, 0.01, 4, 0, 0, 
00:43:26, 125, 182, 1.0, 0.01, 4, 0, 0, 
00:44:18, 125, 182, 1.0, 0.01, 4, 0, 0, 
00:45:10, 125, 182, 1.0, 0.01, 4, 0, 0, 
00:46:02, 125, 182, 1.0, 0.01, 4, 0, 0, 
00:46:94, 125, 182, 1.0, 0.01, 4, 0, 0, 
00:47:86, 125, 182, 1.0, 0.01, 4, 0, 0, 
00:48:78, 125, 182, 1.0, 0.01, 4, 0, 0, 
00:49:70, 125, 182, 1.0, 0.01, 5, 0, 0, 
00:50:62, 125, 182, 1.0, 0.01, 5, 0, 0, 
00:51:54, 125, 182, 1.0, 0.02, 5, 0, 0, 
00:52:46, 125, 182, 1.0, 0.02, 5, 0, 0, 
00:53:37, 125, 182, 1.0, 0.02, 5, 0, 0, 
00:54:28, 125, 182, 1.0, 0.02, 5, 0, 0, 
00:55:19, 125, 182, 1.0, 0.02, 5, 0, 0, 
00:56:11, 125, 182, 1.0, 0.02, 5, 0, 0, 
00:57:03, 125, 182, 1.0, 0.02, 5, 0, 0, 
00:57:95, 125, 182, 1.0, 0.02, 5, 0, 0, 
00:58:87, 125, 182, 1.0, 0.02, 5, 0, 0, 
00:59:79, 125, 182, 1.0, 0.02, 6, 0, 0, 
01:00:71, 125, 182, 1.0, 0.02, 6, 0, 0, 
01:01:63, 125, 182, 1.0, 0.02, 6, 0, 0, 
01:02:55, 125, 182, 1.0, 0.02, 6, 0, 0, 
01:03:47, 125, 182, 1.0, 0.02, 6, 0, 0, 
01:04:39, 125, 182, 1.0, 0.02, 6, 0, 0, 
01:05:31, 125, 182, 1.0, 0.02, 6, 0, 0, 
01:06:23, 125, 182, 1.0, 0.02, 6, 0, 0, 
01:07:14, 125, 182, 1.0, 0.02, 6, 0, 0, 
01:08:06, 125, 182, 1.0, 0.02, 6, 0, 0, 
01:09:00, 125, 182, 1.0, 0.02, 7, 0, 0, 
01:09:92, 125, 182, 1.0, 0.02, 7, 0, 0, 
01:10:84, 125, 182, 1.0, 0.02, 7, 0, 0, 
01:11:78, 125, 182, 1.0, 0.02, 7, 0, 0, 
01:12:70, 125, 182, 1.0, 0.02, 7, 0, 0, 
01:13:61, 125, 182, 1.0, 0.02, 7, 0, 0, 
01:14:53, 125, 182, 1.0, 0.02, 7, 0, 0, 
01:15:45, 125, 182, 1.0, 0.02, 7, 0, 0, 
01:16:37, 125, 182, 1.0, 0.02, 7, 0, 0, 
01:17:30, 125, 182, 1.0, 0.02, 7, 0, 0, 
01:18:22, 125, 182, 1.0, 0.02, 7, 0, 0, 
01:19:15, 125, 182, 1.0, 0.02, 8, 0, 0, 
01:20:08, 125, 182, 1.0, 0.02, 8, 0, 0, 
01:21:01, 125, 182, 1.0, 0.02, 8, 0, 0, 
01:21:94, 125, 182, 1.0, 0.02, 8, 0, 0, 
01:22:86, 125, 182, 1.0, 0.02, 8, 0, 0, 
00:00:01, 125, 182, 1.0, 0, 0, 0, 0, 
00:00:93, 125, 182, 1.0, 0.0, 0, 0, 0, 
00:01:86, 125, 182, 1.0, 0.0, 0, 0, 0, 
00:02:78, 125, 182, 1.0, 0.0, 0, 0, 0, 
00:03:70, 125, 182, 1.0, 0.0, 0, 0, 0, 
00:04:62, 125, 182, 1.0, 0.0, 0, 0, 0, 
00:05:55, 125, 182, 1.0, 0.0, 0, 0, 0, 
00:06:48, 125, 182, 1.0, 0.0, 0, 0, 0, 
00:07:40, 125, 182, 1.0, 0.0, 0, 0, 0, 
00:08:32, 125, 182, 1.0, 0.0, 0, 0, 0, 
00:09:24, 125, 182, 1.0, 0.0, 0, 0, 0, 
00:10:15, 125, 182, 1.0, 0.0, 0, 0, 0, 
00:11:08, 125, 182, 1.0, 0.0, 1, 0, 0, 
00:12:01, 125, 182, 1.0, 0.0, 1, 0, 0, 
00:12:93, 125, 182, 1.0, 0.0, 1, 0, 0, 
00:13:86, 125, 182, 1.0, 0.0, 1, 0, 0, 
00:14:78, 125, 182, 1.0, 0.0, 1, 0, 0, 
00:15:70, 125, 182, 1.0, 0.0, 1, 0, 0, 
00:16:62, 125, 182, 1.0, 0.0, 1, 0, 0, 
00:17:55, 125, 182, 1.0, 0.01, 1, 0, 0, 
00:18:47, 125, 182, 1.0, 0.01, 1, 0, 0, 
00:19:39, 125, 182, 1.0, 0.01, 1, 0, 0, 
00:20:31, 125, 182, 1.0, 0.01, 1, 0, 0, 
00:21:23, 125, 182, 1.0, 0.01, 2, 0, 0, 
